price_lag1,dem_lag1,price_lag2,dem_lag2,price_lag48,dem_lag48,price_roll48,dem_roll48,vic_lag1,transfer_lag1,day,period,target
0.044374,0.480363,0.044374,0.486909,0.044374,0.497917,0.04476583333333334,0.4174197708333333,0.003467,0.414912,3,0.531915,4.2482
0.042482,0.477388,0.044374,0.480363,0.042482,0.499554,0.044726416666666664,0.4169920833333334,0.003467,0.414912,3,0.553191,4.2482
0.042482,0.477388,0.042482,0.477388,0.044374,0.491669,0.044726416666666664,0.41653029166666666,0.003467,0.414912,3,0.574468,4.2482
0.042482,0.47114,0.042482,0.477388,0.044374,0.489735,0.044687000000000004,0.41610260416666667,0.003467,0.414912,3,0.595745,4.1041
0.041041,0.462065,0.042482,0.47114,0.042482,0.47709,0.044617562500000006,0.4155261458333333,0.003467,0.414912,3,0.617021,4.0861
0.040861,0.445403,0.041041,0.462065,0.040861,0.466825,0.04458379166666667,0.41486599999999996,0.003467,0.414912,3,0.638298,4.0861
0.040861,0.442428,0.040861,0.445403,0.041161,0.478132,0.04458379166666667,0.4143577291666667,0.003467,0.414912,3,0.659574,4.0861
0.040861,0.450759,0.040861,0.442428,0.041161,0.484975,0.044577541666666665,0.41378745833333336,0.003467,0.414912,3,0.680851,4.0861
0.040861,0.455965,0.040861,0.450759,0.041161,0.503124,0.04457129166666667,0.41318308333333326,0.003467,0.414912,3,0.702128,4.0861
0.040861,0.484677,0.040861,0.455965,0.042482,0.55296,0.044565041666666666,0.41279877083333333,0.003467,0.414912,3,0.723404,4.1041
0.041041,0.53377,0.040861,0.484677,0.044374,0.612318,0.044535020833333334,0.4123989791666667,0.003467,0.414912,3,0.744681,4.1041
0.041041,0.604136,0.041041,0.53377,0.041041,0.587623,0.044465583333333336,0.41222852083333333,0.003467,0.414912,3,0.765957,4.0861
0.040861,0.587028,0.041041,0.604136,0.040711,0.546861,0.04446183333333333,0.41221612500000004,0.003467,0.414912,3,0.787234,4.0710999999999995
0.040711,0.552812,0.040861,0.587028,0.040711,0.497025,0.04446183333333333,0.4123401041666667,0.003467,0.414912,3,0.808511,4.0710999999999995
0.040711,0.51086,0.040711,0.552812,0.040861,0.470693,0.04446183333333333,0.4126283333333334,0.003467,0.414912,3,0.829787,4.0861
0.040861,0.480065,0.040711,0.51086,0.041041,0.446296,0.04446183333333333,0.41282358333333335,0.003467,0.414912,3,0.851064,4.1041
0.041041,0.452246,0.040861,0.480065,0.042482,0.412229,0.04446183333333334,0.41294754166666664,0.003467,0.414912,3,0.87234,4.1041
0.041041,0.431568,0.041041,0.452246,0.041161,0.368789,0.0444318125,0.41335043749999995,0.003467,0.414912,3,0.893617,4.1041
0.041041,0.3856,0.041041,0.431568,0.051489,0.34573,0.044429312500000005,0.41370066666666666,0.003467,0.414912,3,0.914894,4.1041
0.041041,0.350342,0.041041,0.3856,0.056443,0.40479,0.044211645833333334,0.41379675,0.003467,0.414912,3,0.93617,5.6443
0.056443,0.409104,0.041041,0.350342,0.054642,0.42889,0.044211645833333334,0.41388662499999995,0.003467,0.414912,3,0.957447,5.5362
0.055362,0.435138,0.056443,0.409104,0.059235,0.445254,0.044226645833333335,0.41401679166666666,0.003467,0.414912,3,0.978723,5.923500000000001
0.059235,0.456412,0.055362,0.435138,0.054642,0.44094,0.04422664583333333,0.41424925000000007,0.003467,0.414912,3,1.0,5.4642
0.054642,0.449866,0.059235,0.456412,0.059235,0.442874,0.044226645833333335,0.41443520833333336,0.003467,0.414912,4,0.0,5.4642
0.054642,0.44823,0.054642,0.449866,0.056443,0.41089,0.04413095833333333,0.4145467916666667,0.003467,0.414912,4,0.021277,5.4642
0.054642,0.429485,0.054642,0.44823,0.051489,0.378905,0.0440934375,0.41493418749999994,0.003467,0.414912,4,0.042553,5.1489
0.051489,0.399286,0.054642,0.429485,0.044374,0.316721,0.0440934375,0.4153587916666666,0.003467,0.414912,4,0.06383,4.1041
0.041041,0.331449,0.051489,0.399286,0.041041,0.257959,0.044024,0.415665625,0.003467,0.414912,4,0.085106,4.1041
0.041041,0.271794,0.041041,0.331449,0.041161,0.214073,0.044024,0.4159538541666667,0.003467,0.414912,4,0.106383,4.1041
0.041041,0.228206,0.041041,0.271794,0.041161,0.178816,0.0440215,0.4162482916666666,0.003467,0.414912,4,0.12766,4.1041
0.041041,0.183576,0.041041,0.228206,0.040951,0.151889,0.044019,0.41634745833333336,0.003467,0.414912,4,0.148936,4.1041
0.041041,0.162452,0.041041,0.183576,0.041011,0.1385,0.044020874999999994,0.4165675208333333,0.003467,0.414912,4,0.170213,4.6956
0.046956,0.151592,0.041041,0.162452,0.041041,0.142071,0.04414472916666667,0.41684027083333336,0.003467,0.414912,4,0.191489,4.6956
0.046956,0.147724,0.046956,0.151592,0.042482,0.171675,0.04426795833333333,0.41695804166666667,0.003467,0.414912,4,0.212766,4.6956
0.046956,0.174353,0.046956,0.147724,0.051489,0.214519,0.04436116666666667,0.41701383333333336,0.003467,0.414912,4,0.234043,4.7106
0.047106,0.2169,0.046956,0.174353,0.051489,0.30244,0.04426985416666667,0.41706343749999997,0.003467,0.414912,4,0.255319,4.986800000000001
0.049868,0.307349,0.047106,0.2169,0.051489,0.393038,0.044236083333333336,0.4171657083333334,0.003467,0.414912,4,0.276596,4.7106
0.047106,0.403451,0.049868,0.307349,0.040861,0.395567,0.044144770833333326,0.41738264583333334,0.003467,0.414912,4,0.297872,4.6956
0.046956,0.407766,0.047106,0.403451,0.040861,0.456561,0.04427175,0.41763679166666673,0.003467,0.414912,4,0.319149,4.1161
0.041161,0.465486,0.046956,0.407766,0.040861,0.487504,0.04427799999999999,0.4178227291666667,0.003467,0.414912,4,0.340426,4.0710999999999995
0.040711,0.490777,0.041161,0.465486,0.040861,0.488991,0.044274875,0.41789091666666667,0.003467,0.414912,4,0.361702,4.1161
0.041161,0.493603,0.040711,0.490777,0.041041,0.52886,0.044281125000000005,0.41798700000000005,0.003467,0.414912,4,0.382979,4.5515
0.045515,0.519786,0.041161,0.493603,0.041041,0.533323,0.04437433333333333,0.41779795833333333,0.003467,0.414912,4,0.404255,4.6956
0.046956,0.531836,0.045515,0.519786,0.041041,0.519935,0.044497562500000004,0.41776697916666666,0.003467,0.414912,4,0.425532,4.6956
0.046956,0.520976,0.046956,0.531836,0.042362,0.502529,0.044620791666666666,0.41778866666666664,0.003467,0.414912,4,0.446809,4.7106
0.047106,0.490925,0.046956,0.520976,0.042482,0.491818,0.04471962499999999,0.4175469166666667,0.003467,0.414912,4,0.468085,4.7106
0.047106,0.49762,0.047106,0.490925,0.044374,0.486909,0.04481595833333334,0.4176677916666666,0.003467,0.414912,4,0.489362,4.7106
0.047106,0.490479,0.047106,0.49762,0.044374,0.480363,0.044872875,0.4177421666666667,0.003467,0.414912,4,0.510638,4.7106
0.047106,0.482892,0.047106,0.490479,0.042482,0.477388,0.04492979166666666,0.4177948541666667,0.003467,0.414912,4,0.531915,4.7436
0.047436,0.475751,0.047106,0.482892,0.042482,0.477388,0.04503300000000001,0.41776075,0.003467,0.414912,4,0.553191,4.7436
0.047436,0.474412,0.047436,0.475751,0.042482,0.47114,0.04513620833333334,0.41769875,0.003467,0.414912,4,0.574468,4.7106
0.047106,0.466825,0.047436,0.474412,0.041041,0.462065,0.04523254166666666,0.41760885416666665,0.003467,0.414912,4,0.595745,4.7106
0.047106,0.458792,0.047106,0.466825,0.040861,0.445403,0.045358895833333336,0.4175406666666667,0.003467,0.414912,4,0.617021,4.7106
0.047106,0.446742,0.047106,0.458792,0.040861,0.442428,0.045489,0.4175685625,0.003467,0.414912,4,0.638298,4.6956
0.046956,0.439601,0.047106,0.446742,0.040861,0.450759,0.04561597916666666,0.41750966666666667,0.003467,0.414912,4,0.659574,4.6956
0.046956,0.442428,0.046956,0.439601,0.040861,0.455965,0.04574295833333333,0.4173361041666667,0.003467,0.414912,4,0.680851,4.2482
0.042482,0.450461,0.046956,0.442428,0.040861,0.484677,0.04577672916666667,0.4172214375,0.003467,0.414912,4,0.702128,4.2482
0.042482,0.468015,0.042482,0.450461,0.041041,0.53377,0.0458105,0.4168743125,0.003467,0.414912,4,0.723404,4.6956
0.046956,0.510562,0.042482,0.468015,0.041041,0.604136,0.045933729166666666,0.4163908125,0.003467,0.414912,4,0.744681,4.6956
0.046956,0.592086,0.046956,0.510562,0.040861,0.587028,0.046056958333333335,0.41613977083333337,0.003467,0.414912,4,0.765957,4.6956
0.046956,0.584796,0.046956,0.592086,0.040711,0.552812,0.0461839375,0.4160932708333333,0.003467,0.414912,4,0.787234,4.2482
0.042482,0.558018,0.046956,0.584796,0.040711,0.51086,0.04622083333333334,0.41620172916666665,0.003467,0.414912,4,0.808511,4.0710999999999995
0.040711,0.52053,0.042482,0.558018,0.040861,0.480065,0.04622083333333334,0.4164031875,0.003467,0.414912,4,0.829787,4.0710999999999995
0.040711,0.493454,0.040711,0.52053,0.041041,0.452246,0.046217708333333336,0.41668212499999996,0.003467,0.414912,4,0.851064,4.2482
0.042482,0.473817,0.040711,0.493454,0.041041,0.431568,0.04624772916666666,0.4171315208333333,0.003467,0.414912,4,0.87234,4.1882
0.041882,0.453585,0.042482,0.473817,0.041041,0.3856,0.04626525,0.4175902083333334,0.003467,0.414912,4,0.893617,4.6956
0.046956,0.407468,0.041882,0.453585,0.041041,0.350342,0.04638847916666667,0.41804579166666667,0.003467,0.414912,4,0.914894,4.6956
0.046956,0.371169,0.046956,0.407468,0.056443,0.409104,0.04651170833333334,0.41847968750000003,0.003467,0.414912,4,0.93617,5.6443
0.056443,0.422345,0.046956,0.371169,0.055362,0.435138,0.04651170833333334,0.4187555416666667,0.003467,0.414912,4,0.957447,5.1699
0.051699,0.442577,0.056443,0.422345,0.059235,0.456412,0.04643539583333333,0.4189105208333333,0.003467,0.414912,4,0.978723,7.5868
0.075868,0.46385,0.051699,0.442577,0.054642,0.449866,0.04678191666666667,0.41906547916666664,0.003467,0.414912,4,1.0,7.5267
0.075267,0.462065,0.075868,0.46385,0.054642,0.44823,0.047211604166666664,0.419319625,0.003467,0.414912,5,0.0,7.5868
0.075868,0.459833,0.075267,0.462065,0.054642,0.429485,0.0476538125,0.4195613541666667,0.003467,0.414912,5,0.021277,7.5868
0.075868,0.434543,0.075868,0.459833,0.051489,0.399286,0.048096020833333336,0.4196667291666667,0.003467,0.414912,5,0.042553,7.4517
0.074517,0.395567,0.075868,0.434543,0.041041,0.331449,0.04857577083333334,0.41958925,0.003467,0.414912,5,0.06383,7.5267
0.075267,0.327879,0.074517,0.395567,0.041041,0.271794,0.0492888125,0.419514875,0.003467,0.414912,5,0.085106,7.5868
0.075868,0.273282,0.075267,0.327879,0.041041,0.228206,0.05001437500000001,0.419545875,0.003467,0.414912,5,0.106383,7.4517
0.074517,0.232223,0.075868,0.273282,0.041041,0.183576,0.050711791666666665,0.4196295625,0.003467,0.414912,5,0.12766,7.3976
0.073976,0.187295,0.074517,0.232223,0.041041,0.162452,0.0513979375,0.4197070416666666,0.003467,0.414912,5,0.148936,7.3976
0.073976,0.164237,0.073976,0.187295,0.046956,0.151592,0.052084083333333336,0.41974422916666665,0.003467,0.414912,5,0.170213,7.6948
0.076948,0.154418,0.073976,0.164237,0.046956,0.147724,0.05270891666666666,0.4198031041666666,0.003467,0.414912,5,0.191489,7.4367
0.074367,0.159625,0.076948,0.154418,0.046956,0.174353,0.053279979166666665,0.4200510416666667,0.003467,0.414912,5,0.212766,7.4367
0.074367,0.182981,0.074367,0.159625,0.047106,0.2169,0.05385104166666666,0.4202307916666666,0.003467,0.414912,5,0.234043,7.6948
0.076948,0.226867,0.074367,0.182981,0.049868,0.307349,0.05447275000000001,0.42043843750000004,0.003467,0.414912,5,0.255319,7.7999
0.077999,0.314192,0.076948,0.226867,0.047106,0.403451,0.0550588125,0.4205809999999999,0.003467,0.414912,5,0.276596,7.7039
0.077039,0.401517,0.077999,0.314192,0.046956,0.407766,0.05568241666666667,0.4205407083333334,0.003467,0.414912,5,0.297872,8.979800000000001
0.089798,0.405832,0.077039,0.401517,0.041161,0.465486,0.056574958333333335,0.42050041666666665,0.003467,0.414912,5,0.319149,8.979800000000001
0.089798,0.457751,0.089798,0.405832,0.040711,0.490777,0.05758822916666667,0.42033927083333333,0.003467,0.414912,5,0.340426,8.979800000000001
0.089798,0.496727,0.089798,0.457751,0.041161,0.493603,0.05861087500000001,0.4204632291666666,0.003467,0.414912,5,0.361702,8.979800000000001
0.089798,0.500595,0.089798,0.496727,0.045515,0.519786,0.059624145833333336,0.42060889583333333,0.003467,0.414912,5,0.382979,14.966399999999998
0.149664,0.542101,0.089798,0.500595,0.046956,0.531836,0.06179391666666667,0.42107379166666664,0.003467,0.414912,5,0.404255,8.979800000000001
0.089798,0.550878,0.149664,0.542101,0.046956,0.520976,0.06268645833333333,0.4214705,0.003467,0.414912,5,0.425532,8.979800000000001
0.089798,0.535257,0.089798,0.550878,0.047106,0.490925,0.063579,0.42176802083333337,0.003467,0.414912,5,0.446809,8.979800000000001
0.089798,0.516662,0.089798,0.535257,0.047106,0.49762,0.06446841666666667,0.4223042083333333,0.003467,0.414912,5,0.468085,4.767600000000001
0.047676,0.50476,0.089798,0.516662,0.047106,0.490479,0.06448029166666666,0.42245295833333335,0.003467,0.414912,5,0.489362,14.6902
0.146902,0.495537,0.047676,0.50476,0.047106,0.482892,0.066559375,0.42255833333333337,0.003467,0.414912,5,0.510638,19.328699999999998
0.193287,0.485272,0.146902,0.495537,0.047436,0.475751,0.0696048125,0.4226079166666667,0.003467,0.414912,5,0.531915,19.328699999999998
0.193287,0.482594,0.193287,0.485272,0.047436,0.474412,0.072643375,0.4227504791666666,0.003467,0.414912,5,0.553191,19.4548
0.194548,0.473371,0.193287,0.482594,0.047106,0.466825,0.07570820833333333,0.42272879166666666,0.003467,0.414912,5,0.574468,19.328699999999998
0.193287,0.468164,0.194548,0.473371,0.047106,0.458792,0.07875364583333334,0.4227566875,0.003467,0.414912,5,0.595745,13.963600000000001
0.139636,0.461619,0.193287,0.468164,0.047106,0.446742,0.08068135416666666,0.4228155833333333,0.003467,0.414912,5,0.617021,14.966399999999998
0.149664,0.456709,0.139636,0.461619,0.046956,0.439601,0.08281797916666667,0.4230232291666667,0.003467,0.414912,5,0.638298,8.979800000000001
0.089798,0.439453,0.149664,0.456709,0.046956,0.442428,0.08371052083333334,0.4230201458333333,0.003467,0.414912,5,0.659574,8.979800000000001
0.089798,0.438411,0.089798,0.439453,0.042482,0.450461,0.08460306249999999,0.4229364583333333,0.003467,0.414912,5,0.680851,6.626
0.06626,0.441684,0.089798,0.438411,0.042482,0.468015,0.08509843750000001,0.4227536041666667,0.003467,0.414912,5,0.702128,8.979800000000001
0.089798,0.458792,0.06626,0.441684,0.046956,0.510562,0.0860841875,0.4225614583333333,0.003467,0.414912,5,0.723404,8.979800000000001
0.089798,0.499554,0.089798,0.458792,0.046956,0.592086,0.08697672916666667,0.422332125,0.003467,0.414912,5,0.744681,7.7039
0.077039,0.54939,0.089798,0.499554,0.046956,0.584796,0.08760345833333333,0.421442625,0.003467,0.414912,5,0.765957,4.7586
0.047586,0.53377,0.077039,0.54939,0.042482,0.558018,0.08761658333333334,0.4203795833333333,0.003467,0.414912,5,0.787234,7.6948
0.076948,0.505504,0.047586,0.53377,0.040711,0.52053,0.088334625,0.4192855416666667,0.003467,0.414912,5,0.808511,7.6948
0.076948,0.458346,0.076948,0.505504,0.040711,0.493454,0.0890895625,0.41799004166666665,0.003467,0.414912,5,0.829787,7.403600000000001
0.074036,0.429485,0.076948,0.458346,0.042482,0.473817,0.08978383333333334,0.41665735416666666,0.003467,0.414912,5,0.851064,4.7586
0.047586,0.399137,0.074036,0.429485,0.041882,0.453585,0.08989016666666667,0.4151015208333333,0.003467,0.414912,5,0.87234,4.7586
0.047586,0.376525,0.047586,0.399137,0.046956,0.407468,0.090009,0.41349610416666666,0.003467,0.414912,5,0.893617,7.2835
0.072835,0.352127,0.047586,0.376525,0.046956,0.371169,0.09054814583333333,0.41234316666666665,0.003467,0.414912,5,0.914894,4.7586
0.047586,0.309283,0.072835,0.352127,0.056443,0.422345,0.09056127083333332,0.41105387499999996,0.003467,0.414912,5,0.93617,7.2835
0.072835,0.381434,0.047586,0.309283,0.051699,0.442577,0.09090277083333333,0.4102015625,0.003467,0.414912,5,0.957447,7.4367
0.074367,0.408956,0.072835,0.381434,0.075868,0.46385,0.09137502083333332,0.409501125,0.003467,0.414912,5,0.978723,9.3611
0.093611,0.43856,0.074367,0.408956,0.075267,0.462065,0.09174466666666665,0.40897425,0.003467,0.414912,5,1.0,14.966399999999998
0.149664,0.435436,0.093611,0.43856,0.075868,0.459833,0.09329460416666667,0.40841947916666665,0.003467,0.414912,6,0.0,7.6948
0.076948,0.436924,0.149664,0.435436,0.075868,0.434543,0.09331710416666666,0.40794220833333333,0.003467,0.414912,6,0.021277,7.4336
0.074336,0.407468,0.076948,0.436924,0.074517,0.395567,0.09328518749999999,0.40737814583333326,0.003467,0.414912,6,0.042553,7.7039
0.077039,0.368343,0.074336,0.407468,0.075267,0.327879,0.09333772916666666,0.4068109791666666,0.003467,0.414912,6,0.06383,7.2835
0.072835,0.304522,0.077039,0.368343,0.075868,0.273282,0.0932870625,0.406324375,0.003467,0.414912,6,0.085106,7.1905
0.071905,0.246355,0.072835,0.304522,0.074517,0.232223,0.09320450000000001,0.4057633958333334,0.003467,0.414912,6,0.106383,4.6956
0.046956,0.196816,0.071905,0.246355,0.073976,0.187295,0.09263031249999999,0.40502575,0.003467,0.414912,6,0.12766,4.6956
0.046956,0.152633,0.046956,0.196816,0.073976,0.164237,0.09206739583333333,0.40430362500000006,0.003467,0.414912,6,0.148936,4.6806
0.046806,0.127343,0.046956,0.152633,0.076948,0.154418,0.09150135416666667,0.40353500000000003,0.003467,0.414912,6,0.170213,4.6956
0.046956,0.11083,0.046806,0.127343,0.074367,0.159625,0.09087652083333332,0.4026269166666667,0.003467,0.414912,6,0.191489,4.6956
0.046956,0.101607,0.046956,0.11083,0.074367,0.182981,0.09030545833333332,0.4014182083333333,0.003467,0.414912,6,0.212766,4.6956
0.046956,0.105326,0.046956,0.101607,0.076948,0.226867,0.08973439583333333,0.3998003958333334,0.003467,0.414912,6,0.234043,6.2417
0.062417,0.120649,0.046956,0.105326,0.077999,0.314192,0.08943166666666667,0.3975875208333333,0.003467,0.414912,6,0.255319,6.2417
0.062417,0.149807,0.062417,0.120649,0.077039,0.401517,0.08910704166666666,0.39416283333333335,0.003467,0.414912,6,0.276596,7.2145
0.072145,0.176882,0.062417,0.149807,0.089798,0.405832,0.08900508333333333,0.38948293749999996,0.003467,0.414912,6,0.297872,4.7106
0.047106,0.214073,0.072145,0.176882,0.089798,0.457751,0.08811566666666669,0.38548795833333327,0.003467,0.414912,6,0.319149,8.0581
0.080581,0.286224,0.047106,0.214073,0.089798,0.496727,0.08792364583333334,0.38191447916666665,0.003467,0.414912,6,0.340426,7.2145
0.072145,0.344243,0.080581,0.286224,0.089798,0.500595,0.087555875,0.3787377291666667,0.003467,0.414912,6,0.361702,8.0581
0.080581,0.385897,0.072145,0.344243,0.149664,0.542101,0.08736385416666669,0.37634818750000004,0.003467,0.414912,6,0.382979,8.0581
0.080581,0.423535,0.080581,0.385897,0.089798,0.550878,0.08592462499999999,0.3738780625,0.003467,0.414912,6,0.404255,7.274500000000001
0.072745,0.428593,0.080581,0.423535,0.089798,0.535257,0.08556935416666667,0.3713304583333334,0.003467,0.414912,6,0.425532,4.7376000000000005
0.047376,0.416989,0.072745,0.428593,0.089798,0.516662,0.08468556249999999,0.3688665416666666,0.003467,0.414912,6,0.446809,4.7256
0.047256,0.403154,0.047376,0.416989,0.047676,0.50476,0.08379927083333333,0.36650179166666663,0.003467,0.414912,6,0.468085,7.2145
0.072145,0.382624,0.047256,0.403154,0.146902,0.495537,0.08430904166666668,0.3639572916666667,0.003467,0.414912,6,0.489362,4.7256
0.047256,0.371021,0.072145,0.382624,0.193287,0.485272,0.08223308333333333,0.3613632083333333,0.003467,0.414912,6,0.510638,7.2145
0.072145,0.354508,0.047256,0.371021,0.193287,0.482594,0.07970929166666667,0.35863895833333337,0.003467,0.414912,6,0.531915,4.7256
0.047256,0.337102,0.072145,0.354508,0.194548,0.473371,0.07666697916666666,0.355607875,0.003467,0.414912,6,0.553191,4.7256
0.047256,0.325796,0.047256,0.337102,0.193287,0.468164,0.07359839583333334,0.3525333958333334,0.003467,0.414912,6,0.574468,7.2145
0.072145,0.313746,0.047256,0.325796,0.139636,0.461619,0.07107460416666667,0.3493163541666667,0.003467,0.414912,6,0.595745,4.7256
0.047256,0.296489,0.072145,0.313746,0.149664,0.456709,0.06915002083333334,0.3458761458333333,0.003467,0.414912,6,0.617021,4.7256
0.047256,0.287266,0.047256,0.296489,0.089798,0.439453,0.06701652083333333,0.3423460833333334,0.003467,0.414912,6,0.638298,7.2145
0.072145,0.284588,0.047256,0.287266,0.089798,0.438411,0.06664874999999999,0.3391197291666667,0.003467,0.414912,6,0.659574,7.274500000000001
0.072745,0.287266,0.072145,0.284588,0.06626,0.441684,0.06629347916666667,0.33597087500000006,0.003467,0.414912,6,0.680851,8.0581
0.080581,0.291431,0.072745,0.287266,0.089798,0.458792,0.06659183333333334,0.33284060416666666,0.003467,0.414912,6,0.702128,8.0581
0.080581,0.318209,0.080581,0.291431,0.089798,0.499554,0.0663998125,0.3299117916666667,0.003467,0.414912,6,0.723404,7.274500000000001
0.072745,0.363136,0.080581,0.318209,0.077039,0.54939,0.06604454166666666,0.32706975,0.003467,0.414912,6,0.744681,8.0581
0.080581,0.44942,0.072745,0.363136,0.047586,0.53377,0.06611833333333333,0.32498704166666664,0.003467,0.414912,6,0.765957,7.274500000000001
0.072745,0.458048,0.080581,0.44942,0.076948,0.505504,0.06664247916666667,0.32340949999999996,0.003467,0.414912,6,0.787234,7.2145
0.072145,0.428444,0.072745,0.458048,0.076948,0.458346,0.06654241666666666,0.3218040833333333,0.003467,0.414912,6,0.808511,4.7256
0.047256,0.385302,0.072145,0.428444,0.074036,0.429485,0.06592383333333333,0.32028233333333334,0.003467,0.414912,6,0.829787,4.7256
0.047256,0.351532,0.047256,0.385302,0.047586,0.399137,0.06536591666666668,0.3186583125,0.003467,0.414912,6,0.851064,4.7256
0.047256,0.32535,0.047256,0.351532,0.047586,0.376525,0.06535904166666667,0.31712108333333333,0.003467,0.414912,6,0.87234,4.7256
0.047256,0.309432,0.047256,0.32535,0.072835,0.352127,0.06535216666666667,0.3157233125,0.003467,0.414912,6,0.893617,4.7106
0.047106,0.282059,0.047256,0.309432,0.047586,0.309283,0.06481614583333332,0.3142635625,0.003467,0.414912,6,0.914894,4.7106
0.047106,0.259447,0.047106,0.282059,0.072835,0.381434,0.06480614583333333,0.3132253125,0.003467,0.414912,6,0.93617,7.2145
0.072145,0.29753,0.047106,0.259447,0.074367,0.408956,0.06479177083333333,0.3114773125,0.003467,0.414912,6,0.957447,4.7106
0.047106,0.31687,0.072145,0.29753,0.093611,0.43856,0.06422383333333333,0.3095588541666667,0.003467,0.414912,6,0.978723,4.7256
0.047256,0.3374,0.047106,0.31687,0.149664,0.435436,0.06325810416666668,0.30745135416666663,0.003467,0.414912,6,1.0,4.7256
0.047256,0.316572,0.047256,0.3374,0.076948,0.436924,0.06112460416666667,0.30497502083333333,0.003467,0.414912,7,0.0,4.7106
0.047106,0.30244,0.047256,0.316572,0.074336,0.407468,0.06050289583333333,0.30217327083333334,0.003467,0.414912,7,0.021277,4.7106
0.047106,0.259,0.047106,0.30244,0.077039,0.368343,0.05993560416666668,0.2990801875,0.003467,0.414912,7,0.042553,4.7106
0.047106,0.234157,0.047106,0.259,0.072835,0.304522,0.059312000000000004,0.2962846458333333,0.003467,0.414912,7,0.06383,4.7106
0.047106,0.182089,0.047106,0.234157,0.071905,0.246355,0.058775979166666666,0.2937339583333333,0.003467,0.414912,7,0.085106,4.6956
0.046956,0.140732,0.047106,0.182089,0.046956,0.196816,0.05825620833333334,0.29153347916666666,0.003467,0.414912,7,0.106383,6.2417
0.062417,0.111425,0.046956,0.140732,0.046956,0.152633,0.0585783125,0.28975449999999997,0.003467,0.414912,7,0.12766,6.2417
