year,month,day,hour,pm_lag1,pm_lag2,pm_lag3,pm_lag24,pm_roll24,pm_roll168,DEWP_lag1,TEMP_lag1,PRES_lag1,Iws_lag1,Is_lag1,Ir_lag1,cbwd_lag1,hour_sin,hour_cos,mon_sin,mon_cos,target
2010,1,9,14,49.0,40.0,66.0,200.0,157.0,83.91071428571429,-16.0,-5.0,1029.0,28.16,0.0,0.0,0.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,50.0
2010,1,9,15,50.0,49.0,40.0,231.0,150.75,83.26785714285714,-15.0,-4.0,1029.0,33.08,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,49.0
2010,1,9,16,49.0,50.0,49.0,250.0,143.16666666666666,82.64285714285714,-14.0,-4.0,1028.0,37.1,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,41.0
2010,1,9,17,41.0,49.0,50.0,212.0,134.45833333333334,81.94047619047619,-15.0,-4.0,1029.0,38.89,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,37.0
2010,1,9,18,37.0,41.0,49.0,219.0,127.16666666666667,81.18452380952381,-15.0,-4.0,1030.0,1.79,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,45.0
2010,1,9,19,45.0,37.0,41.0,227.0,119.91666666666667,80.44047619047619,-15.0,-7.0,1030.0,3.13,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,44.0
2010,1,9,20,44.0,45.0,37.0,226.0,112.29166666666667,79.81547619047619,-15.0,-6.0,1031.0,3.13,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,54.0
2010,1,9,21,54.0,44.0,45.0,225.0,105.125,79.2202380952381,-15.0,-7.0,1032.0,4.92,0.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,50.0
2010,1,9,22,50.0,54.0,44.0,168.0,97.83333333333333,78.54166666666667,-15.0,-6.0,1032.0,3.13,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,47.0
2010,1,9,23,47.0,50.0,54.0,169.0,92.79166666666667,77.89285714285714,-15.0,-8.0,1033.0,0.45,0.0,0.0,3.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,66.0
2010,1,10,0,66.0,47.0,50.0,165.0,88.5,77.53571428571429,-15.0,-8.0,1033.0,0.9,0.0,0.0,3.0,0.0,1.0,0.49999999999999994,0.8660254037844387,75.0
2010,1,10,1,75.0,66.0,47.0,159.0,84.75,77.44642857142857,-15.0,-11.0,1033.0,0.89,0.0,0.0,1.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,82.0
2010,1,10,2,82.0,75.0,66.0,167.0,81.54166666666667,77.55952380952381,-17.0,-13.0,1033.0,1.78,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,66.0
2010,1,10,3,66.0,82.0,75.0,196.0,77.33333333333333,77.56547619047619,-17.0,-12.0,1033.0,4.91,0.0,0.0,1.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,83.0
2010,1,10,4,83.0,66.0,82.0,169.0,72.625,77.73214285714286,-17.0,-13.0,1033.0,8.04,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,62.0
2010,1,10,5,62.0,83.0,66.0,155.0,68.16666666666667,77.71428571428571,-19.0,-14.0,1032.0,9.83,0.0,0.0,1.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,40.0
2010,1,10,6,40.0,62.0,83.0,119.0,63.375,77.45833333333333,-18.0,-13.0,1032.0,12.96,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,23.0
2010,1,10,7,23.0,40.0,62.0,106.0,59.375,77.05357142857143,-19.0,-13.0,1032.0,16.09,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,25.0
2010,1,10,8,25.0,23.0,40.0,93.0,56.0,76.69047619047619,-19.0,-14.0,1033.0,19.22,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,27.0
2010,1,10,9,27.0,25.0,23.0,84.0,53.25,76.36309523809524,-19.0,-14.0,1034.0,22.35,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,35.0
2010,1,10,10,35.0,27.0,25.0,73.0,51.208333333333336,76.05952380952381,-17.0,-12.0,1033.0,24.14,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,50.0
2010,1,10,11,50.0,35.0,27.0,66.0,50.25,75.89285714285714,-16.0,-7.0,1033.0,4.02,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,70.0
2010,1,10,12,70.0,50.0,35.0,40.0,50.416666666666664,75.72619047619048,-15.0,-7.0,1033.0,3.13,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,75.0
2010,1,10,13,75.0,70.0,50.0,49.0,51.875,75.53571428571429,-15.0,-7.0,1032.0,6.26,0.0,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,58.0
2010,1,10,14,58.0,75.0,70.0,50.0,52.25,75.3452380952381,-14.0,-6.0,1031.0,9.39,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,70.0
2010,1,10,15,70.0,58.0,75.0,49.0,53.083333333333336,75.19047619047619,-14.0,-6.0,1031.0,12.52,0.0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,68.0
2010,1,10,16,68.0,70.0,58.0,41.0,53.875,75.0297619047619,-13.0,-5.0,1030.0,14.31,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,71.0
2010,1,10,17,71.0,68.0,70.0,37.0,55.125,74.94047619047619,-14.0,-5.0,1031.0,16.1,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,88.0
2010,1,10,18,88.0,71.0,68.0,45.0,57.25,75.04761904761905,-14.0,-6.0,1031.0,19.23,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,84.0
2010,1,10,19,84.0,88.0,71.0,44.0,58.875,75.18452380952381,-13.0,-7.0,1032.0,23.25,0.0,0.0,1.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,83.0
2010,1,10,20,83.0,84.0,88.0,54.0,60.5,75.36309523809524,-15.0,-6.0,1032.0,27.27,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,66.0
2010,1,10,21,66.0,83.0,84.0,50.0,61.0,75.33333333333333,-15.0,-6.0,1033.0,30.4,0.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,27.0
2010,1,10,22,27.0,66.0,83.0,47.0,60.041666666666664,75.06547619047619,-15.0,-4.0,1034.0,35.32,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,24.0
2010,1,10,23,24.0,27.0,66.0,66.0,59.083333333333336,74.75595238095238,-16.0,-4.0,1034.0,44.26,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,22.0
2010,1,11,0,22.0,24.0,27.0,75.0,57.25,74.45238095238095,-17.0,-5.0,1035.0,52.31,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,23.0
2010,1,11,1,23.0,22.0,24.0,82.0,55.083333333333336,74.11904761904762,-17.0,-6.0,1035.0,60.36,0.0,0.0,1.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,27.0
2010,1,11,2,27.0,23.0,22.0,66.0,52.791666666666664,73.93452380952381,-17.0,-8.0,1035.0,0.89,0.0,0.0,3.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,23.0
2010,1,11,3,23.0,27.0,23.0,83.0,51.0,73.92261904761905,-19.0,-11.0,1036.0,4.02,0.0,0.0,1.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,17.0
2010,1,11,4,17.0,23.0,27.0,62.0,48.25,73.86904761904762,-20.0,-11.0,1036.0,8.94,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,17.0
2010,1,11,5,17.0,17.0,23.0,40.0,46.375,73.80357142857143,-21.0,-11.0,1035.0,4.02,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,16.0
2010,1,11,6,16.0,17.0,17.0,23.0,45.375,73.74404761904762,-22.0,-12.0,1035.0,3.13,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,16.0
2010,1,11,7,16.0,16.0,17.0,25.0,45.083333333333336,73.7202380952381,-22.0,-12.0,1035.0,4.92,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,20.0
2010,1,11,8,20.0,16.0,16.0,27.0,44.875,73.66666666666667,-22.0,-13.0,1036.0,5.81,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,20.0
2010,1,11,9,20.0,20.0,16.0,35.0,44.583333333333336,73.63095238095238,-22.0,-9.0,1036.0,13.86,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,18.0
2010,1,11,10,18.0,20.0,20.0,50.0,43.875,73.57738095238095,-22.0,-10.0,1036.0,21.91,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,25.0
2010,1,11,11,25.0,18.0,20.0,70.0,42.833333333333336,73.56547619047619,-22.0,-9.0,1036.0,29.06,0.0,0.0,1.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,26.0
2010,1,11,12,26.0,25.0,18.0,75.0,41.0,73.57142857142857,-21.0,-9.0,1036.0,33.08,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,27.0
2010,1,11,13,27.0,26.0,25.0,58.0,39.0,73.55952380952381,-20.0,-6.0,1035.0,42.02,0.0,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,28.0
2010,1,11,14,28.0,27.0,26.0,70.0,37.75,73.53571428571429,-19.0,-5.0,1034.0,50.96,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,15.0
2010,1,11,15,15.0,28.0,27.0,68.0,35.458333333333336,73.45833333333333,-19.0,-5.0,1033.0,59.01,0.0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,24.0
2010,1,11,16,24.0,15.0,28.0,71.0,33.625,73.42857142857143,-20.0,-5.0,1033.0,66.16,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,13.0
2010,1,11,17,13.0,24.0,15.0,88.0,31.208333333333332,73.32738095238095,-20.0,-5.0,1032.0,71.97,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,13.0
2010,1,11,18,13.0,13.0,24.0,84.0,28.083333333333332,73.22619047619048,-20.0,-5.0,1033.0,76.89,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,13.0
2010,1,11,19,13.0,13.0,13.0,83.0,25.125,73.13690476190476,-20.0,-7.0,1033.0,81.81,0.0,0.0,1.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,17.0
2010,1,11,20,17.0,13.0,13.0,66.0,22.375,73.08333333333333,-22.0,-7.0,1033.0,85.83,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,20.0
2010,1,11,21,20.0,17.0,13.0,27.0,20.458333333333332,73.01785714285714,-22.0,-8.0,1033.0,89.85,0.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,27.0
2010,1,11,22,27.0,20.0,17.0,24.0,20.458333333333332,72.98214285714286,-23.0,-10.0,1033.0,91.64,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,20.0
2010,1,11,23,20.0,27.0,20.0,22.0,20.291666666666668,72.92857142857143,-23.0,-13.0,1033.0,93.43,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,15.0
2010,1,12,0,15.0,20.0,27.0,23.0,20.0,72.83333333333333,-22.0,-12.0,1032.0,0.89,0.0,0.0,3.0,0.0,1.0,0.49999999999999994,0.8660254037844387,21.0
2010,1,12,1,21.0,15.0,20.0,27.0,19.916666666666668,72.7797619047619,-22.0,-15.0,1031.0,1.78,0.0,0.0,3.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,21.0
2010,1,12,2,21.0,21.0,15.0,23.0,19.666666666666668,72.70238095238095,-22.0,-14.0,1031.0,1.79,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,37.0
2010,1,12,3,37.0,21.0,21.0,17.0,20.25,72.76190476190476,-22.0,-14.0,1031.0,0.89,0.0,0.0,1.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,26.0
2010,1,12,4,26.0,37.0,21.0,17.0,20.625,72.76785714285714,-24.0,-18.0,1030.0,1.79,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,15.0
2010,1,12,5,15.0,26.0,37.0,16.0,20.541666666666668,72.69047619047619,-24.0,-13.0,1030.0,3.58,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,9.0
2010,1,12,6,9.0,15.0,26.0,16.0,20.25,72.57738095238095,-25.0,-14.0,1030.0,3.13,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,11.0
2010,1,12,7,11.0,9.0,15.0,20.0,20.041666666666668,72.48214285714286,-24.0,-14.0,1030.0,7.15,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,11.0
2010,1,12,8,11.0,11.0,9.0,20.0,19.666666666666668,72.38690476190476,-25.0,-12.0,1030.0,12.96,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,16.0
2010,1,12,9,16.0,11.0,11.0,18.0,19.5,72.32142857142857,-26.0,-14.0,1030.0,16.98,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,13.0
2010,1,12,10,13.0,16.0,11.0,25.0,19.291666666666668,72.22619047619048,-25.0,-12.0,1031.0,21.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,15.0
2010,1,12,11,15.0,13.0,16.0,26.0,18.875,72.10119047619048,-25.0,-11.0,1031.0,26.81,0.0,0.0,1.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,21.0
2010,1,12,12,21.0,15.0,13.0,27.0,18.666666666666668,72.04761904761905,-24.0,-11.0,1030.0,35.75,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,24.0
2010,1,12,13,24.0,21.0,15.0,28.0,18.541666666666668,72.0297619047619,-23.0,-11.0,1029.0,47.82,0.0,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,22.0
2010,1,12,14,22.0,24.0,21.0,15.0,18.291666666666668,71.92857142857143,-22.0,-11.0,1029.0,63.02,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,22.0
2010,1,12,15,22.0,22.0,24.0,24.0,18.583333333333332,71.81547619047619,-23.0,-11.0,1029.0,75.98,0.0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,22.0
2010,1,12,16,22.0,22.0,22.0,13.0,18.5,71.75,-22.0,-11.0,1029.0,88.05,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,19.0
2010,1,12,17,19.0,22.0,22.0,13.0,18.75,71.56547619047619,-23.0,-11.0,1030.0,101.01,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,23.0
2010,1,12,18,23.0,19.0,22.0,13.0,19.166666666666668,71.36904761904762,-24.0,-11.0,1030.0,109.06,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,25.0
2010,1,12,19,25.0,23.0,19.0,17.0,19.666666666666668,71.16666666666667,-24.0,-11.0,1032.0,118.0,0.0,0.0,1.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,25.0
2010,1,12,20,25.0,25.0,23.0,20.0,20.0,70.95833333333333,-23.0,-11.0,1032.0,126.05,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,31.0
2010,1,12,21,31.0,25.0,25.0,27.0,20.458333333333332,70.64285714285714,-23.0,-12.0,1032.0,134.1,0.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,25.0
2010,1,12,22,25.0,31.0,25.0,20.0,20.375,70.16071428571429,-24.0,-12.0,1033.0,142.15,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,22.0
2010,1,12,23,22.0,25.0,31.0,15.0,20.458333333333332,69.89880952380952,-23.0,-12.0,1033.0,150.2,0.0,0.0,1.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,22.0
2010,1,13,0,22.0,22.0,25.0,21.0,20.75,69.73214285714286,-23.0,-12.0,1034.0,160.03,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,15.0
2010,1,13,1,15.0,22.0,22.0,21.0,20.5,69.48809523809524,-24.0,-12.0,1034.0,169.86,0.0,0.0,1.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,16.0
2010,1,13,2,16.0,15.0,22.0,37.0,20.291666666666668,69.125,-24.0,-12.0,1033.0,178.8,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,11.0
2010,1,13,3,11.0,16.0,15.0,26.0,19.208333333333332,68.89285714285714,-25.0,-12.0,1033.0,189.98,0.0,0.0,1.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,11.0
2010,1,13,4,11.0,11.0,16.0,15.0,18.583333333333332,68.69642857142857,-24.0,-13.0,1033.0,198.03,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,12.0
2010,1,13,5,12.0,11.0,11.0,9.0,18.458333333333332,68.60714285714286,-25.0,-12.0,1032.0,205.18,0.0,0.0,1.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,11.0
2010,1,13,6,11.0,12.0,11.0,11.0,18.541666666666668,68.50595238095238,-25.0,-12.0,1033.0,215.01,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,12.0
2010,1,13,7,12.0,11.0,12.0,11.0,18.583333333333332,68.45238095238095,-25.0,-12.0,1032.0,226.19,0.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,27.0
2010,1,13,8,27.0,12.0,11.0,16.0,19.25,68.46428571428571,-25.0,-12.0,1032.0,235.13,0.0,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.49999999999999994,0.8660254037844387,28.0
2010,1,13,9,28.0,27.0,12.0,13.0,19.75,68.51190476190476,-25.0,-12.0,1032.0,243.18,0.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,34.0
2010,1,13,10,34.0,28.0,27.0,15.0,20.625,68.54166666666667,-23.0,-11.0,1033.0,252.12,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,33.0
2010,1,13,11,33.0,34.0,28.0,21.0,21.375,68.53571428571429,-23.0,-10.0,1033.0,257.93,0.0,0.0,1.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,36.0
2010,1,13,12,36.0,33.0,34.0,24.0,22.0,68.5,-22.0,-9.0,1033.0,263.74,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,26.0
2010,1,13,13,26.0,36.0,33.0,22.0,22.083333333333332,68.48809523809524,-21.0,-8.0,1031.0,270.89,0.0,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,49.0
2010,1,13,14,49.0,26.0,36.0,22.0,23.208333333333332,68.56547619047619,-21.0,-6.0,1030.0,278.94,0.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,52.0
2010,1,13,15,52.0,49.0,26.0,22.0,24.458333333333332,68.58928571428571,-20.0,-5.0,1029.0,286.99,0.0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,47.0
2010,1,13,16,47.0,52.0,49.0,19.0,25.5,68.57738095238095,-22.0,-5.0,1028.0,294.14,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,47.0
2010,1,13,17,47.0,47.0,52.0,23.0,26.666666666666668,68.54761904761905,-21.0,-5.0,1028.0,299.06,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,39.0
2010,1,13,18,39.0,47.0,47.0,25.0,27.333333333333332,68.44642857142857,-19.0,-7.0,1028.0,1.79,0.0,0.0,2.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,59.0
2010,1,13,19,59.0,39.0,47.0,25.0,28.75,68.22619047619048,-19.0,-8.0,1028.0,0.45,0.0,0.0,3.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,76.0
2010,1,13,20,76.0,59.0,39.0,31.0,30.875,68.23214285714286,-20.0,-9.0,1028.0,1.34,0.0,0.0,3.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,96.0
2010,1,13,21,96.0,76.0,59.0,25.0,33.583333333333336,68.17857142857143,-19.0,-10.0,1027.0,1.79,0.0,0.0,2.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,95.0
2010,1,13,22,95.0,96.0,76.0,22.0,36.5,67.95833333333333,-19.0,-13.0,1027.0,0.89,0.0,0.0,3.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,68.0
2010,1,13,23,68.0,95.0,96.0,22.0,38.416666666666664,67.80952380952381,-18.0,-12.0,1027.0,1.78,0.0,0.0,3.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,65.0
2010,1,14,0,65.0,68.0,95.0,15.0,40.208333333333336,67.41666666666667,-18.0,-13.0,1027.0,0.89,0.0,0.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,75.0
2010,1,14,1,75.0,65.0,68.0,16.0,42.708333333333336,67.10714285714286,-18.0,-14.0,1026.0,1.78,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,257.0
2010,1,14,2,257.0,75.0,65.0,11.0,52.75,67.86309523809524,-20.0,-15.0,1025.0,2.67,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,174.0
2010,1,14,3,174.0,257.0,75.0,11.0,59.541666666666664,68.64285714285714,-20.0,-15.0,1025.0,0.89,0.0,0.0,1.0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,164.0
